iter	Logloss
150	0.3531609054
151	0.3526719243
152	0.35217399
153	0.3515283427
154	0.3504234414
155	0.3500192778
156	0.349294023
157	0.3486752722
158	0.3479861149
159	0.3474427375
160	0.3470833545
161	0.346841051
162	0.3464069828
163	0.3460186219
164	0.3454254055
165	0.3448320355
166	0.3442655907
167	0.3437001956
168	0.3430168794
169	0.3424319282
170	0.3419197071
171	0.3414629486
172	0.3407091266
173	0.3404587729
174	0.3398609629
175	0.3393160474
176	0.3387422562
177	0.3383793138
178	0.3379895797
179	0.3372784249
180	0.3368398206
181	0.3361544307
182	0.3352892647
183	0.3349436473
184	0.3344725449
185	0.3341232237
186	0.3339529983
187	0.3334676359
188	0.3329766296
189	0.3325218314
190	0.3322066675
191	0.3317189134
192	0.3309526524
193	0.3303437628
194	0.3298533613
195	0.3291919709
196	0.3287707885
197	0.3283351663
198	0.3275203604
199	0.3268680979
200	0.3265122016
201	0.3258687162
202	0.3248279635
203	0.3245348664
204	0.32398455
205	0.323160988
206	0.3226933334
207	0.3219359035
208	0.3210478104
209	0.3206198169
210	0.3201992125
211	0.3192722125
212	0.3189414051
213	0.3183462233
214	0.3176229532
215	0.3168763609
216	0.316350441
217	0.315862582
218	0.3154690793
219	0.3150915028
220	0.3144896957
221	0.3138777918
222	0.3134276488
223	0.3129998353
224	0.3127563431
225	0.3122209977
226	0.3110342092
227	0.3106080024
228	0.3101315067
229	0.3096713028
230	0.3092083287
231	0.3088481928
232	0.3081218389
233	0.3074127757
234	0.3070566982
235	0.3066122766
236	0.3064566925
237	0.3054922077
238	0.3051747676
239	0.3045134514
240	0.3041341504
241	0.3035616612
242	0.3032593952
243	0.3026920091
244	0.3020845168
245	0.3018318797
246	0.3015665835
247	0.30105692
248	0.3005270171
249	0.3001444643
250	0.2998770064
251	0.2991995954
252	0.2989941156
253	0.298788248
254	0.298468582
255	0.2978399343
256	0.2977370084
257	0.2971838797
258	0.2966129129
259	0.2963010529
260	0.2957213491
261	0.2951965514
262	0.2943673053
263	0.294005398
264	0.2932735553
265	0.2928294891
266	0.2923670416
267	0.2920512575
268	0.2914313319
269	0.291120389
270	0.2907829101
271	0.2901628025
272	0.2890982793
273	0.2888518363
274	0.2883775302
275	0.2878039576
276	0.2874215513
277	0.2872420786
278	0.2868281777
279	0.2862311143
280	0.2858264132
281	0.2853268153
282	0.2850180981
283	0.2848373448
284	0.2843826455
285	0.2841078032
286	0.2837043724
287	0.2830630577
288	0.282385039
289	0.2817699995
290	0.2812517501
291	0.280487327
292	0.2802413062
293	0.2796640872
294	0.2790880066
295	0.278630777
296	0.2783771954
297	0.2781472135
298	0.2778686445
299	0.2775257828
300	0.2770345619
301	0.2765322717
302	0.276323798
303	0.2761089346
304	0.2755096836
305	0.2752006039
306	0.2746678811
307	0.274570818
308	0.2741953539
309	0.2739098462
310	0.2737528882
311	0.273414332
312	0.2730694611
313	0.2726754922
314	0.2723081916
315	0.2717162857
316	0.2714491971
317	0.2711390288
318	0.270884823
319	0.2704286627
320	0.2700144536
321	0.2695352447
322	0.2690127314
323	0.2687748435
324	0.2685202189
325	0.2682769865
326	0.2680693715
327	0.2677860181
328	0.2675851179
329	0.2665620997
330	0.2662443139
331	0.2660092202
332	0.2656781428
333	0.2648498502
334	0.2646881551
335	0.2643990854
336	0.2641810394
337	0.2638766547
338	0.2636285641
339	0.263506863
340	0.2632640399
341	0.2631524822
342	0.2628997144
343	0.2626134786
344	0.2622020463
345	0.2615896458
346	0.2614469966
347	0.261073774
348	0.2609165336
349	0.2605559463
350	0.259775459
351	0.2594740928
352	0.2591086134
353	0.2586532911
354	0.2582747065
355	0.2578923505
356	0.2572208008
357	0.2568979809
358	0.2565914063
359	0.2563011766
360	0.2554472883
361	0.2550907356
362	0.2546346099
363	0.2544116124
364	0.2541194905
365	0.253808146
366	0.2534593458
367	0.2532226987
368	0.2529327429
369	0.2526519809
370	0.2523867234
371	0.2518482874
372	0.2515229164
373	0.2512794844
374	0.2507776309
375	0.2505967959
376	0.250369774
377	0.2501940025
378	0.2499368973
379	0.2496940336
380	0.24921057
381	0.2487938993
382	0.2484468879
383	0.2479411521
384	0.2476223658
385	0.2472848153
386	0.2470313831
387	0.246567469
388	0.2461411899
389	0.2458899682
390	0.2455687952
391	0.2450065188
392	0.2443099718
393	0.2441361956
394	0.2439572868
395	0.2437486582
396	0.2433874947
397	0.2429251682
398	0.2425172475
399	0.2421503143
400	0.2417652447
401	0.2415234821
402	0.2413662623
403	0.2410413132
404	0.2408648409
405	0.2404404022
406	0.2400179084
407	0.2397040743
408	0.2389926595
409	0.2385814873
410	0.2381227107
411	0.237637344
412	0.2373450419
413	0.2371511205
414	0.2369828117
415	0.2367083757
416	0.2364737492
417	0.2362740271
418	0.2359502942
419	0.2353488788
420	0.2351973866
421	0.2350858548
422	0.2347569916
423	0.2344821713
424	0.2339239631
425	0.2337887675
426	0.2334575316
427	0.2331801342
428	0.2326783659
429	0.2323013676
430	0.232078805
431	0.2318424644
432	0.2316675134
433	0.2310948669
434	0.230565429
435	0.2302057766
436	0.2294179708
437	0.2291663181
438	0.2290010171
439	0.2283747704
440	0.2281315955
441	0.2279438685
442	0.2276545873
443	0.2273443305
444	0.2271284636
445	0.2270027192
446	0.2265232603
447	0.2262423463
448	0.225612863
449	0.2251986725
450	0.2250032082
451	0.224821237
452	0.2244655761
453	0.2241586317
454	0.2235820202
455	0.2235206007
456	0.2232744707
457	0.2228454765
458	0.2223825114
459	0.2220780668
460	0.2217876065
461	0.2214934382
462	0.2206830148
463	0.2201516245
464	0.219830062
465	0.219590257
466	0.2193178447
467	0.2189932822
468	0.2185458177
469	0.2182647515
470	0.2179122236
471	0.2176407659
472	0.2171624328
473	0.216950821
474	0.2166325166
475	0.2161839108
476	0.2159718874
477	0.2157173988
478	0.2153488668
479	0.2150776834
480	0.2149071673
481	0.2146808418
482	0.2143066645
483	0.214030768
484	0.2133584563
485	0.2131125668
486	0.2129198926
487	0.2128098246
488	0.2125696774
489	0.2125160712
490	0.212165768
491	0.2118865758
492	0.2115525513
493	0.2113354083
494	0.2111126128
495	0.2109067018
496	0.2106871286
497	0.2100377779
498	0.2094366061
499	0.2090183805
